20                       |29655.365,5924.062,-14564|0.000,324.293,0.000      |Pos¹g Beliara            |MOBNAME_ADDON_IDOL       
11537                    |86150.633,4279.219,-9583.|0.000,77.646,0.000       |Kufer                    |MOBNAME_CHEST            
11539                    |85181.438,4278.219,-10015|0.000,77.919,0.000       |Kufer                    |MOBNAME_CHEST            
11541                    |84027.898,4273.219,-11226|0.000,94.455,0.000       |Kufer                    |MOBNAME_CHEST            
11703                    |52755.027,1642.116,-10500|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
11707                    |52992.000,1641.000,-11006|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11710                    |53006.520,1640.965,-10412|0.000,50.016,0.000       |                         |MOBNAME_BENCH            
11712                    |53094.055,1640.509,-10640|0.000,50.016,0.000       |                         |MOBNAME_BENCH            
11724                    |67740.828,3968.079,-21818|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
11727                    |67499.383,3968.758,-22104|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
11729                    |67362.125,3968.876,-21902|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11742                    |64883.199,3978.850,-21431|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
11746                    |64390.832,3984.545,-21634|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
11754                    |64569.152,3984.227,-21502|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
11762                    |64551.000,3985.000,-22136|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11764                    |64761.176,3973.338,-21894|0.000,50.015,0.000       |                         |MOBNAME_BENCH            
11807                    |56895.000,1903.000,-2073.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11810                    |56901.000,1902.000,-1674.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11821                    |57461.000,1902.000,-1062.|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
11829                    |56391.996,1898.882,-1093.|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
11831                    |56146.293,1906.674,-1109.|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
11835                    |56711.832,1903.039,-1002.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
11837                    |56886.219,1903.956,-1091.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12178                    |75896.852,3831.363,-9395.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
12182                    |75335.164,3831.127,-10064|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
12190                    |75630.961,3830.954,-9383.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
12192                    |75945.922,3832.954,-10071|0.000,77.879,0.000       |Kufer                    |MOBNAME_CHEST            
12194                    |74967.641,3829.954,-9473.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
12196                    |75291.148,3834.209,-9393.|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
12205                    |71227.578,3152.075,-8688.|0.000,47.845,0.000       |Kufer                    |MOBNAME_CHEST            
12228                    |72568.125,3151.581,-10008|0.000,79.705,0.000       |Kufer                    |MOBNAME_CHEST            
12232                    |72622.695,3151.222,-10388|0.000,119.926,0.000      |Ose³ka                   |MOBNAME_GRINDSTONE       
12234                    |72829.586,3154.591,-10070|0.000,384.836,0.000      |Ogieñ w kuŸni            |MOBNAME_FORGE            
12236                    |72754.594,3150.289,-10652|0.000,63.899,0.000       |Wiadro wody              |MOBNAME_BUCKET           
12238                    |73018.344,3155.031,-10519|0.000,93.550,0.000       |Kowad³o                  |MOBNAME_ANVIL            
12245                    |71420.938,3169.031,-10559|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
12247                    |74396.812,3829.433,-10193|0.000,215.227,0.000      |£ó¿ko                    |MOBNAME_BED              
12249                    |74343.875,3829.605,-9604.|0.000,215.006,0.000      |£ó¿ko                    |MOBNAME_BED              
12438                    |72117.797,3198.562,-11761|0.000,53.526,0.000       |                         |MOBNAME_BENCH            
12446                    |74620.109,3831.978,-12596|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12448                    |74689.141,3512.985,-13228|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12450                    |74682.430,3512.786,-12954|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12452                    |74716.453,3511.783,-13519|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12456                    |74719.156,3510.367,-12429|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12467                    |75193.352,3512.537,-13506|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12469                    |75159.391,3511.520,-13205|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12471                    |75143.344,3512.217,-12342|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12476                    |74959.430,3514.899,-13521|0.000,79.490,0.000       |Kufer                    |MOBNAME_CHEST            
12478                    |76131.797,3513.398,-12317|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
12480                    |75389.320,3514.653,-12363|0.000,81.009,0.000       |Kufer                    |MOBNAME_CHEST            
12482                    |75920.984,3512.553,-13131|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12484                    |75500.242,3513.553,-12972|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12490                    |76350.391,3512.384,-10847|0.000,78.760,0.000       |Kufer                    |MOBNAME_CHEST            
12495                    |73119.555,3158.415,-13507|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12497                    |72489.984,3154.415,-13786|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12499                    |73279.727,3154.415,-13117|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12501                    |72875.578,3156.415,-13883|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12504                    |71989.125,3154.886,-12600|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12506                    |71732.266,3157.149,-12858|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12508                    |71742.984,3155.850,-13087|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12510                    |72026.164,3155.349,-13420|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12512                    |72375.719,3159.684,-12717|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12524                    |70731.961,3151.700,-8902.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
12526                    |72569.117,3158.260,-9543.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12528                    |72416.961,3153.774,-9257.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12530                    |72850.828,3150.033,-8992.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12532                    |72641.336,3151.033,-8820.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12534                    |72168.938,3156.121,-9302.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12536                    |71889.266,3159.514,-9443.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12546                    |74739.320,3832.682,-13182|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12556                    |76107.781,3833.218,-13188|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12558                    |75673.008,3832.218,-13202|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12560                    |75572.750,3825.253,-12621|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12563                    |75304.398,3832.253,-13185|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
12574                    |74889.805,3513.213,-9530.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12576                    |75142.758,3510.975,-9549.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12578                    |75355.422,3510.958,-9497.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12580                    |75550.742,3512.953,-9752.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12582                    |75391.695,3511.085,-10037|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12584                    |75224.953,3511.063,-10044|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12586                    |74995.398,3512.949,-10050|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12588                    |74697.555,3513.415,-9831.|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
12601                    |75228.867,3512.244,-10401|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
12614                    |71670.977,3150.292,-8547.|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
12623                    |72186.203,3160.280,-13290|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12629                    |72455.430,3155.786,-13430|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12631                    |72542.438,3157.786,-13101|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12655                    |49467.598,3056.042,-16836|0.000,123.751,0.000      |Pi³a do drewna           |MOBNAME_SAW              
